snake_path,spiral_path,random_walk_path
ddddddddduuuuruuuuurdddddddddruuuuuuuuurdddddddddruuuuuuuuurddddddldddrrlluuurruuluuruulldddddddddrrrurduuuuuuuu,rrrrrrrdllddddddddrrruruuuuuuuddddddddllllllluuuulldddduuuuuuuurrrrdddddddluuuulluurrrrrrlddrddluuullll,drrrurrddruurddulrlurdlurdlurdududlurlldlddldddruurrululllllddddddduduuduuuruurddddddrrrrrrrulduruuuuuuudududududududddddddudlrdudulrduduldurudldlllullurrurrullrlduurrlrlrlrlldrdudlrurdullrdrudlrlruudududululddrldulurdrlludlddlrldududruruudrlrluuuuddudldldddrrluldduuurlduuurldrrdurlludduurlldudrrlrlruuurdrudllrlduuurllrldurrdddrduldluudurrllulrrrruuddlllrudluddllduldrrluuuul
dddddddddruuuuuuuuurlddrdddddddruuuuuuuruudddddddddruuuuuluuuurrllddddrdrddddruuulululuuuurrrdrullllddddrdrdrruuuddrddlddruuulllululuuuurrrrrdd,dddddddddrrrrrrrrruuuuldllululuuuurrrrrddullulllddllluurlddddddddrrrrrrruuuuudddldllululuulddddrrul,rdlddrurrruurrrrrdllrrdulrduulrldruddullullrrlrdrulrduduldullrllrlrldddlldllddddrurrdldrrurulurrullurlldldluurddrlrrdrrddrurulurrdddludludrlrudlllluurludlrullldddlruruudddurllurulrddululruluruluuududddrrulduuurllddduddurldrrrudulurrlrddldurlldlrrldludduuldrdruruluuullrrdulrdrdluulrldddrrrllddddlruuurdludddrrurldlrlluduudrrdrulrurrururdlddrluddrlrullrlldrruruullrdllurludllluuuurdludrduuuudurlrlrlddlrdldlllrdurrdullddddlduurudulrlurdrrurudrulrdrdudlurdldldduruududrdlrdlruuddruurduuuuu
rrrrrrrrrdlllllllldlrrrrrrrrrldlllllulllddrluurrrddrrrdddrruudddllluuuluuullllddrduluurrrrddddlldrrddrrrrruulllllldllulddrrr,rddldduurrrrddddlldllddrrrrrrrrruullluuuuurrruullllllldldlddrduluururrrrddddddlldllrrrrrrruuuddlluuuurruulllllddd,rrrrddrdruulurrdrddlulrrruulrllrdrlurldudlludllllldrrddruudurudlrddrdldrdlddrrurrulllddrrrlulruuudududdldudrlrudrdlrllrududrudlulrulrrllddlrudurrlrldrulrlurdldrluulrlddudurrudllldllluuldlldrrudruruuudllrlrdllldrlrulrrlrrldlludurldurrdduulrurddrududlldlulrdlurldrluurldduurruddldrrllrrlurduurduuuuludrdrlrduruuuududrrldruulrulrlrrllrduddduuudrlrduudulddrldlldduldudurludurlddldlrddlllrdrrlluduldurrdurllrrldllludurrulldudurlddruurruldduudurlrlrrruuudruurduludruulrdllrldurrdllruulrldududrrdluduuldlullldulrrdlrudrudrddrduululrlduddurruduuldurrrddrdulduurldrruuldddududlrurlllddddllduuulrdrdruuurlddludurddludldrllrruurululrllrddddruurdulduururuldlurllrllurdulrddldrurldddllrrudlldrududrulrdrluuudrruldlrululudrdururllurulrlrrrldudddllrdlurrrrululuddluurrlllllllrddlddrd
rrrrrrrrrdllllllllldrrrrrrrlddrddrruuuudddddllluuluullllldrrrrdlllldrrurrrdrrrdddlllllluulldrdrrrrrrrruldllllllll,rrrrrrrrrdddddddddllllllllluuuuuuuurrrrrrrrldlddrddrddulluulllldddluuuuuurrrrdllldrrrdd,drurdrrdlllldrddddrdldluuuuuuddrrururrrdrddrrdldrdlllllllrrlllrrlududlruuululrdlrulddudrururrurdrdlrdruullurdlrrdrruuuuuulllldrrdllrdddullurdrdrdlrlludrudlrdurdlrlurdrddlrlruruududdlrlrldurlruludduddlllllllrlrrlrlludududlrrlrrrllrlrrlluulurdudldrldudlrudluuduududuuurlddrrluduluuuuudrudrlrrurdluldudlludurlrdddrllrluuduurrddulrlddudrluruuddrulrrdlrduuudlrurdulddururrlllldrlrlllruldlrrddludlruurldrllrlddrldrluuuurlurldrdduuurrlllrdlurlrrduddlrddulurllddddudrurdlrlrddlrlrullurrlrllururrldullrdrrudrurdlruuuuurddrlrur
rrlddddrrrurrruuullrrrrlddddllldllllluuuudddddrrrruuuudrrddrrrdlllldrrrrdlllllulllldrrrdrrrrrrlllllllll,dddddddddrrrrrrrrruuuuluuuuurllllrrdddllldllluuuurlddddddddrrrrrrruululllllddrrrrruuulluluddddlrrr,dddrddlddrurdddluldrrrrurdrrurruuulldlldrdurrurdlrddlrlrlrulllurrudlrdrlduldullduullurullurruudrrddluudldudurrruuruurllllrlrrdudddrdulrdlldllrllllluruuuurlrlrllrldruldrulrldrldddruudlrdduuduuldruuuldddudrdldudrludurluuddudrulddddrdulrdrr
dddddddddruuuuuuuuurdddddddddruuuuuuuuurdddddddddruuuuluuuruurddlldddrrddddruuululluuurrruurddddruullllldddrrdrdrddruullululluuuurrrrru,dddddddddrrrrrrrrruullululluuurrrrrddluuurullllllllddddddddrrrrrrrulllulluuuuurrrrlllllddddddrr,ddrdlddrururdrdlddrrruuldlddlldrrrurruullrrlulllldllddrurludddlrudrlurdlrrrudrrrrrulurlrdlurllrrlddlrlrruuddllluldllrrludlrrllrudrudrrrruudllrrlrdlrlllrllrlududlrruldrrrrlllrurdrlrulllrdrurdluudrudulrdldlrruudllldudrulurrdudlduurdudrduulddudruududlrdlluuuddrudullldrrurrdlurllrrdulrlddruudduududdlududulrulrlldulrrrlrrlllrlrdurdlldrluurlldrrludulllllldududrldrrullrurllddudurrulrlulduuurruuuuldurrdrurrrdrurdddldrluulluldlldr
ddddrrrdddlddllrruulrrruuuullluuurddrrdrdddddlldrrruuuuuulluulurrldddrrrddddddruuuuuuuluurdrdddddddduuuuuuuuu,rrrrrldddrrruuurrdddddddddlllllllllrruuruuullluuurrrddrdrrrruuudddddddlllllullrrruuuulllurrrdrddrrddllur,rddlurrurdrurldddrrdlddrurdruulurulurulrrddddddddlldrrllllluuuluululdludrludrurruluurdlllrdrddlluduudrdrududrrdurlrulrrlrrldullludllruuurdrurlrlrlddllrlrurdluldulrrlrdruurlrldlrluldldrdllrrdurdrrrruudruuludrdrdulddldurldlddldrrurruuuduuddlurdddluluurlrduuuldruluurrldludddrrddduddduudlllddlrudurrdlrlrruuluulurduuduluuudrulddrdrlurulldrrldrlruuudulrlrdldlduudddldlurddrrldrruddduuuuduuuuldudlrludlrrrdldllrrdddrduduululuddrurddlrulddrlrllruduuurllrdudulrllrudldulddllldrrrlllllrrllrlrruulrr
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrrrrrdllllulldulldldruurrdduurrrddrrrdllluuulllddduuulllddddrluuuurrrrrrdddddlludrrrurrdluuuuulllllllldddddr,dddddddddruluuruurrrrrdddddllrrrrruuuuuuuuulllllllldddrrrrrrdddddldlludrrurruuuuuuulllllldrddddduuuuurrrrllddd,dddrurdrdrrurrururulldldlldluulurrrdlurrlldlllulddrludurrldddrlddlddrdlrludrludrlruldurlrdluudududrldrludrlurdulrldrlrlrudududludrludruluduuuuddurdluududduruuruldrllrrdrddduduuduuuruduuulrdrudruldlrddrddddddrrurululuurruuuduuldurldllrldddrldlrrrrdlullluuruurlllrrrrddludrldlrluddrlruudddddludurduldruurdullulrrlruuudldrdlddududrlrrdllrlrrdruluuuuruulrldrduddluudrululuuddrlludddrrdrduuddudlduuuuuruldrudududulrddllldudrrluududuudruddduudlllurruurrddudululrlrlrllrlduddulrlrrlrulllduldrudrurdurrdrldrldrldudrdlurlrduudlruuuulldlrlldldrlrdduurduldrrdrrduududddduuddludurulldrdurdduuuulldrlurldddrrlrulrdlulrrllulddruurrduuddldluddurrduluddurdlrudlurldllllu
rrrrrrrrrdulldllllllldrrrrrruurrrddlruullldddllllllrrdrrrrrdrrdlllullllrddllluddrrrruurdrrrrdlllldrrrrlllllllll,dddrrrddddllludddrrrrrrrrruuuulluluuuurrrdduullllllllddrrrddddddlllrrrrrrruulluluuuurrurrddlruullllldllddddrrrddrr,drurdrurrdrdllldrdlldrddrrddluldllluurdruldluuddrdulduuddururrurruldduuluduluulldruludrrurrduudrurrrrddlruulrduddlrlrlruulrddudlrudududlruduudulldlurdurldurrlrddududuuddlruududulldldddluldrrrddlulrulduluddluruddlddrrrdrrdllluudldrluurudrrrurdddudludluuruur
dddddddddruuuuuuuuurdddddddddrluuuuruuuuurdddddllddddrrlluuuurrrrddlruuluuuuurldddddrddddruuruuuuulrrdddddllluuluuuuurrrllldddddrddrrddruullluuluuuuurrrr,rrrrrrrrrlllldddddrddrruuuuurdddddddllluuuullllddddrrlllluuuuuuuurrrrdddrdrddrdrulluululllldddduuuuuurrdrrddrddrruuuuulrdddddlllruuluulll,rrdrurrrrrrlrllrrlrllrrlrlrllrlrllrrlrrlrllrrllrlllddlurldldddlullddrdlddrrrrlluuuulruuullurddlddrrlrlrlrurrdruululrduurlrurrrrllllllrlldlldudurrrulllrlrrlrdrrrludurrlddllrlrudurlulrduldurrrrlrlrrrlrllllrldllrluldrrulrrdluldlllduduudurrdlduudludduddrluurlrrlrudlududdrlruurrduddlrrduuulrdulrlrddldrdulrlurdullllldrdulurlrrrlurrllduurrrrldduudlrududdlrllrlulrlduldruurdlddlrddrrlrudlrlldduudduddldrrllrudulldudruduldudrrlrllrlrrllurdluurlududuuuudrddruldddurlrdudldrluruuurrllddduldrlrlrdrluulrduuurrlurldrrrddlrddrrrullurruuuldddlrudrldlrruldudruulddlrlulddrlrrrlruluuuruulurdlul
dddddddddruuuuuuuuurddrrrdddllldddduuruuudrrruuuulllurrrrdddddldlrdduuurruuuuurddddddlddru,rrrrrrrrrddddddddluuullllllddddlluuuuuuuurrrrrrrrdddlldddduuluuuullllddddddurruurruururdllddllu,rrrdrurdrdrrrdlddrdldrdlruuuudulldllllldlluruluuruludddrldrldurldrudulduudrduddddluddrruuruuudduldldudrrluduruududlrdluluduuurrrrddrurlulrruuldrrurdllrrdddlluudurdrdudluludldudlddrdduududuulrdludrdduududduuuururldrrlduldurlrdddrlrduludrlurluuldrddrluurdlrudddudludrudulruldrdulruluudrlluruddduduludrddurlddrlurduudlrluurulldurluldudluruudldrdldruluduurldddlrururluulurlrlllrlrdll
rrrdddddddrdrruururuuuuulrrddlllludrrrrddddldlddlllluluuuuuuulldrdldrdrrrrllllldrdddrrrrrrrurullldlllllluddrrrrrrrrr,dddddddddrrrrrrrrruuuuuuuuullrdddddldlddlluluuuuuuullddddddddrrrrrrruuuuuullludrrrdddlddldllulluuuuuurddddrr,ddrddruurdddllluudrrlludurrruuulldrrduuddlllddrrulduuludruurrdldrllurrdlrdlrldddddrurddrruurrruuuuluruullrdrldllludrlrlrrrddddllruruurlruudlllrlrlludrlrludududududrlududrlududrrllrrrddddrdddluldllurldllllulduuurddrldurrdlruldurrdrrlrrrllrrruduuduldurdduuldldrudllrrlrudruuuuduuudlrdldllrdddrrudlluurddlulduuddulruuddrdrllulrurdldludlluldurdrulldudlulrdlrrudulluuddrduduurlrdruudrluddlruuurr
ddddddrrrrrrrdddllllllurrrdrrrruuluulllllluuuuurddddruururddldrruuuulrrdddduuruuldddddddrdrdululuuuuuuurr,rrddrrururrrrldlddddddrdrdllllllllurrrdrrruuullllllluuuuurddrrrrururrdllddllllldrrrrr,rrdlldrdldrdldrrruluuurddruuururrrrldlldldrdldldrrrddruddlllluldllurrdurdrrrrrulrldluurluuuuuruludlrurllrdludduldddulrldddlruurdr
rrrrrrrrrdllllllllldurrdrrrrrrrdllllllrdrrddldllluuulldrdddrrrrruuruurrdldlldddlllllluuurrdrrrurrrdulldddr,rrrrrrrrrdddddlllddddrllllllluuuuurrdddrrruruuuuulllllldurrdrrrrrurddddddulllddlllluuurddrrruruurullllrdr,rrrddlullduudrrrrurddruurrrddldrdldlluruuururdudddddudlddulllddldluurrrddrllrrllruudluddrluldrurlldlluullurulurrddulduulrdrlrullrlrlrrdllrldudrlrrluddddluuddrlurldurdrudrrllllrrllruuuruulldurrllrdurdldlururdddddruurldrudlrlurrurdddlllrllludruurdrruruudlrurdlduudddlrudduulurrlrrdulluulurdudulllurrdld
rrrrrrrrrdulldllllulldlurrrddrrrrdrrdlllullllrrdrdrrrrdlllllulldrdrrrrrrdlllllllulldrdrrrrrrrrlllllllll,drurrrdddddllddllddrrrrrrrrruuuuuulluuurrdullllddddddllddllrrrrrrruuuulluuulllddlrrddddrrruuld,drurrrrrrrrdududulrlrllddlllulddrrrdrrddlulllurddrdlldrrrdrurdlruuuuuullululdlduulrrulldrlrulllldudruldrlrurllrrllrrlrrdrlrudullrrrdllddlrudrdudddlulddlldrdrruuldldlurrdudlrlrrrrrulldllrrluduuudddrrudrrrlruul
rrrrrrrrrdllllllllldrrrlddrrddrrruuuulrrrdlllrrddddllllluulluuldddrrddrrrrurrruuullddldddllllluuldurrrrrrrrrdduulllddrlllllll,rrrrrrrrrddddddddduulllddrllllllluuuuuuuurrrrrrrrdddddlllddlllluuuuuurrurrrdrddddllldlluuuuuurrrrddrdddlllluurd,rddldrdruuruuldulrddrurrrulldldudlddrrdddlulullurrdrdudurudullrlddlddldrrrrrullluuruuldududluuulurlduddururrudlududlurdlrudddurludlrdldludrururuullrrrllllddrddludddddrduudruddrurlrrrdrlrllrrlrlllllruluudrrrrullddrudrlllrruduurrrrdllllurdudulrruuruurdddldudrdddududuuuddduuluudlldlllrulrrdrdurrlrudurlruluuluurrullrllldlurllrrdrdd
drrddlddlddrdruuluruuuruullrddddrddddruuuulluuurrlldddrrdddrddluuuuruurddllddrrrruuuuuuulldrrrdddddddllldrrruuuuuuuuu,drrddlddlddrrrrddrrrrruuuuuuuuullldrrddddddlllluuulluuruullrddddddlddrrrrrrrulllluluuluuurrlldddrrrrduuldd,drurrdrlldrudurlrldudldldrrddluldldrdrrurdrurddllurluuuururddllruldddllduluduludduduuddudurudrdudrdurlruuulrlduldudrudludrudludrrddrlulurdlrdudddudrrrrruulldrlrrllrruuuluruluululdrurrddludddurudlddd
rrdldddrrdrruruuuulrrrrdlllldrrdddldllllulluuurrrullldddddrdrrrrrruruuuurdddlddldllllllluddrrrrrrr,dddddddddrrrrrrruuuurruuuuulllldrdddldllulluuuurddlddddddrrrrrurruuuuuuldddlddlllluuluurrulldddrdddrrruuuruul,drrulddldrdlddrururddrrdruurddddlulldrudrruuruuulurrddudlrudlllluruuuulddurrdrurduullrdddlurlurrullrdudurdllrdlrulullrrllddududrrrlllrudluurdrddrrdduulrdlurludruulrudulrlldurlllrlrldurrlrlrrddrlddrullrduuldrdullruldrlrruurllrldulurddlddrrdrlurdlddldlrudduduluuuudduudllddllldluuudrrlurdrulurddrruurlrdludrrdlrulurrdullururrdddldlrduuudurudludlrdludduurdulrddllrrlruddldlllldlllurrlrdluuuldrrduurluulddlrdurrdrrrlrrudulrlrlldldulrldlullrurudlurudlurrllddrdlddlrrrllurrrludrdululdlrlrduuuldlrrurrlrduuluddldldluuruurlrrldurldulrrldurldllruuduldddrlrdludruddrudduullduurlddrldudrrrrlrudrllrudrruduruddullldllllruldruduururduulduudludrulluudrddrldlrrrrudrrrrullururlulrdlrlrdddrdluulrlrllrrrrulduruldlldlududurlrduldurdurrurdlldrrlrlddulrdlrlrldduldlluudrrduuuldlrdludlurlddurudlluddluuddudlrlrlududurrrurludruurududllulllururru
dddddddddruuuuuuuluurrllddrrdddddddruuuuuuullluurrrrllllddrrrddrdddddruuuuuuruuuddrddldddddruuuuuuuluurrllddrdddrddddruuuuuuudddlluuuluurrr,rrrrllllddrrrddrruruuurrrlllddrdddrruuudddddddllllllllluuuuuurrddrrrrdrrddllllllluuuurddrrrdrrllllluuurrrr,rrrrlrlllldddrddluddrddldrrurrulluuurululrrddddrrrululdururrdldrrruuudduddddlulddrdllllludlrurrrululrulurdlulrlrrruuuurrrlrlrllrllrrlrlrlrrllrlrllduddrddlrlllludludlrdlrdrudlddldrllrlrlrurdrrrrrlullluuddrdurluullrruurddllurllduludddlrurrdduruuldurduudlrrrlrdlrurdrudluduudddddrru
ddddddruuuuuuuururrdddddllrdrrddldlludrrrruuuuuurrruuulllllldrddrddrrdddduuuuurdlddddrruuddlluuuurru,ddddddrrrrrrrrruuddlluuuurruuuuullllllldldddddddrdrrurruuuurrulllluulrddddllrdrrduuu,rdldddruurrdrruuldldrulrdlulrlrdrrrdruuururddllluurdrudrllullluululdldurldurudrludlrlrrludrrurrrrrdddllrlldlurllddlrdlurudldrludrrddldrrurdrruududududduudduududdlllllllluldudurr
dddddddruuuuuuurruulrrdddllddddddruuuuurdddddruuuuuuuuurdddddddddruuuuluuuuurrlldddddrrddddruuuuuuu,rrruulrrrrrrlldddddrrruuudddddddllllllllluuuuuurrrruurdddddrrrddllllllluuuurrrdddrrrllllluurd,rdrdruruuullrddldrdrrruuuuldddluuldrduuldruurrrrllrlrrlrlldduudludddrlddllllulddrrrrdldlldluurrudlddrrrrullllulruldurldudurulrrrdrrrddrrrululdlldullddrluurudrrlruurrrduuuududududduudududddudududddlllrludddrrrulldrruldurduudlduuuulldluuldrduldldddudurldllulurulrdruuddllddrlrlrluruuuluu
dddddddddruuuuuuluuurldddrrddddddruuuuuuuurdddddddduruluuuruuururddldllddddrrurddlrruuuldldlluuuurrrruullllddddddrrrrrddluuurulldldlluuuurrrrru,rldddrrruurrrurdrdrdlllllddddrrururrddddlulllldlllluuuuurrrdddrrrrrulldllldlluuuruururrrrllddlllddd,dddrrrddrddrrurrrddluldllldllluluuruuldddrrruluuldlrlrrduuuruurrdddluuurrdrrdrudlllldudlrldlrlldruuldlrdurrdddllurlllrrudllrdrrdururlrdurrrrddluullrlrrllururrlrlrdddlurdluudrluurldrdllllrrldlrlludurluddrrllduluulludlrdddlurlududuruldduuurdddldrlurulrrdrldluulduuruddrddrrulruudlddudrullrlurllurdldrldlrrrllrllrurrrullrrlulrldduuuddddululdudduurrrlrulurlrruudllulduluuurldurlrldurlrldduududddudrrlldrddrddulrdlrdlludrlruuludurlduuuruldddrlrdulduuurudrllrlrurlldrlurluddddrldrudrrlrdrlrrluludddludluluduuuduudduurrrluldurlrlrrurrruurdr
rrdrrddrrruuulrrrllddddlllluullulddrrddrrrrrruuruddddlllllllluulrrdddrrrrrrrllllldlllldrrrruurrrrdrdl,rrdrrddrrruuulrrrlldddrrudddddddluullllddllllurruuuulluuurdrrddrrrrrddllllldduulluuurrddrrrr,drrullddrrrrulrlddddllurulldrlrrddlrddlldrrrurduurrrrulllurrrruuldllulldddlddlruudluulduuurlluudrrllurrluddurulrlrlrdulldrdrrduulddrrllluuldudrrulrulrddlldrlrlduuurrdullurdduldrrdllduurrrurlrlrdlrdrdlddrurdldlulddurduldruddududluldlrulduldurdlrlurldrlrlrulrlrdludurdrrlrrudulldlurrlllrlrldrlrlrlududrlrrllrurdrurlruuurllrddruurrddludlrludulurlrrudluurruuurrlrlllrdddlrdlddluuuldlluudrurdlrrdldluudrduuuududulrdulddlurludurduludulddddlrduurlrdluudurdrduludrluurrllullrrdrrldlrddulduruurduddudrrrlddurrlludrrudrdddddluuurudlurdllrdruudluudrdluduldrluuduuuududuurllrrlrrlrlrlrlrlrlllrdurllrlrdduddududuududdlddululdddlrludddllrrdudllludrrrlludrludrlurldurlldrlrlududududurdruruuudldrddurdulrdulrdllrlrlullrdrrllrrluuuururldddldurdluulrduuulurduudrddllduuuldrulrlrlrudldududrluudruluurddldrdlrdrldudururdudllurluluddrdrldrurrlllrduulddududrdduurrrdrrullrludrdlrruulrrlruldullluuududdlrrdurldrududdldllulludduuruludurluudrrdlrudrldudrrdddudldlurdllurulrddurrrdlruuldrurddlludrudlrrrudlruuruuu
rrrrrruuurrdddrdldldllluurlldddrrrrruruuuuuuulllllldddddddllldrrrrrrrrr,rrrdddllldrrrrrrrrruuuuuuuuulllllldllrdddlrrrddddrrrruuuuuuulllldrrrrdddddldllluuruuullurrrddd,rrrddrdldrrrruururuuuulululddluulldldrruddrrdllllldruururdrddldrurlulrruurudluullldrrlrldludurdluduurdrlrludlduurldrdrlulrrrrdluldrudldurdldlrdrldudllululruuulrrlrudurrllrldrurrrrrduddldddurdldrdddluruudlurudlrdluuuddudrdduuluuudurduuuullrldrulldllddluullrdulrdrlddrdrudrrudllrldrlrurudulrllulrdulludrluddlrdulrldrlrudlurrulddrllrlrllrlrrrlrluuuurrlurdlrludlddrludrddrllurulrludddrddudrdrrrudldlurldlrrududrruludrdurlrdudlrudlrlurldlludurdrrlruduulldrruldrdlruduluduurdluuuuruduuddldurlurldrldurlddrduuulurluullrrrduddduluddruullruldurrdduldulluldrullldddrluuruldurdlrrdulrduuddlluddudrdldlludurdururruududllrlduullrrurlrdldrdrrdldululddllrlrrllrrudddrluddllldrr
rrrddddrdrrrruruuuulldrdrddddlllllluuuurululldldddrrdddrrrrrrruuuuullldurrrddddddlllllllluuulddddrrrrr,dddddddddrrrrrurrrruuuuuuuulldrdrddldlllluluuuulldldddrddddrrrurrrrullllluuuuruldddldddruurrrrruruullld,ddddrrruurulullduldrlduurlrlrrldldduuduudrudurrdudrdulrldrlrldurulududrldurluddudrlrulduudrdlrududlrlrlddddddrdruuluuudrdrruldddrururuulduruuuulddluududrlrdruulddrulrulldrluddldurlrurudurdlrlulddudlduruuddrllrrudrlurudllududdrulurldrrllruldurdrlurddduudllrlldururluddldudurlruuddrulurrdddddlruudududduldlddllrlrrluldrudllddlllulururdddlluuuurrrurlrdrllduduullrldulrrrlrlddluluudrlrluuudddrrlrrrddlldldulduurlrdlurlrulurldddrlurudluuuddudrldurdrrdrlulrrldlrdrlllluddrluurrruuddrldrlluullrurddrrlluudluuluudduuuudruduldrlrudulrrldlrulrrldlduurdldudddrddurrrdrduuldllrrrlrrdldudllrrrlrlduurdurrdru
dddddddddrrurrruuuulllldduuuuuurdddddurrrrdddddlllrrrruuuuullllluuruuddrllddrrdurruuddrrruuuulldurrdddddlddddruuu,dddddddddrrrrrrrrruuuuuuuuullrrddddllllllluuuurllddddddururrdrdddlllrrrrrruuuuruuuulldurrddddllllllluuruldddrrrrdddruuuluuddlllluurr,dddrdrdldldddrrruldududllududrlrluudduduududdrludrrudlrurrrdrurrrdlluuruluurruuuulldurrlldududurldurlrrdulrlrlrdulrlldudurrlrlrllrlrlrrlrduddudddddddduludrdulrdulrudlrdllrrududuuudddluduuuulldldrurlrldrdruruududddduulluddduuldlldurldruuuululluurrluullddludrrudurdrluuldddldldurrrlrlrrrruu
dddddururrurrrrrddddddldlllulllldrrrrrrrrruuuuuuuuulllllllldlddrrdruuurrrrddddrdddldllluluuldrdrdrrruruuuuuulllldurrrrddddddldllluluurlddrdrrruruuulllrruuuur,rrrrrrrrrdddddddddlllllllllurrrrdrrruruuuuuullllldllldduuuururrdrrrrrllllddldllurrurrrrdddrdddldlllululurddrdrrruruuullrrdddldllluluurlddrdrrruruuulll,rdlddrdrruldlldurlduuudrdudrullrlududddurrllurrldldudurluddurrurruruulldrdluduulldudulrldrulrdldddduurrlrlrrdulrrlrudurrrrullurrrdddddlddddlllluldlulldruruurrlddlrrdulrlldududrurllrludrrduluddruluudlrlududddlrllurlrrdudllrudrudruuurldurlrlddludrudlurdrdrlrrllrlrlludlullrdurlrrrdudrludludududurludrdlurlldlruuurrlrllrrldudldlldrurrdudllludurrlldudrrrurdluuuldrdrdrrlrlrrudrruuululllrruurd
rrrrrrrrrdllllllllldrrrrrrrrrdlllllllllrrdurrrdrrrrdlllldrdddllluuludrddrrrruuurrdllllrddllllluluddrrrrrrrrurd,rrrrrrrrrdddddddddllllllllluudrdrrrrruuuuuulllllluurrrrrrrrdddddddlldllludrrruuruuuuullllllrrrrdddddrddllluuludrddrrruuuuuulllld,rrdrurddldrruuurddruurdrdldrdldrddlldluluuurrdldrruldrlurdddrdlllllllluluddudrulududrlrdrllurldurluddrrruuludrdduudududdlrlruulrludrlrlrdduduududdllrrlrllrrlllrrlrrlludrllududrrllrulrlududududrdudulududududrludrldurdududrrllulududrdlrlrrlrrrrrudlllrludrrlllrudllrlluududrlrludrldurlrldudrlrlurdrrudrluuddrrlrrrllrlllrlrlrlududrlrllrlllrudlurldrrllrulrdlrulrdluuddrlurlduududrdrrudrlrluduuduludrlrludrdulrddllrruduulrddrrrlllllluuddrrruuddudlluldrudlurludrdlrlududurldrrluduldrluuddrrrududrrlrlllluldurlududduudududduuddrludurdlurdrruudulrddllulududrduldurduludduuddrrlrrrrllrludllrrrrrrlllrlluulrduduludrludududrdulrludrduddrlllrlrrudrlrllrrlrrrudrlrruduruddudlrlrlulludulrdrrllrluuluruurlrurruullrlrlrrlrdulldllludullrrlduldldldrrduudrruudlrluldrurrrullrldlrrrlulrdruddrllddddruldrudlrrdudrlldudrlrrulruurddllruldddrludlllrrrllrruullududuururdulldrdulddrlrluurdruulruuudrdrlrllullddddrudlrlrruruudldlludrruludlurdrllrudluurrllrldlruuudlurrllrrllrldrldurrullrllrdrlllulrdll
rrrrrrrrrdlulldulldlllldrrrrdrrrrurddllllllullldrrdrrrrrrrdllllllllulrrrddrrrrrrlllldlluulldurrrrrrrrdddllrruullllddlllll,rrrrrrrrrdddddddddllrruullllddlllllrrruuuullluuuurrrrurrdurrddddddlllldduulllduuuuurrrdrrrddlullllurrddr,rrdlddrrrrdlldrdrdddlllllrlrlrrruuuluulldrdduurrdurrruurdddldrrrddllrlrrudududllrruuuuluruluurullldullddllllddduuuuudurdurrduldurlrllddulduruldrrlrudldurrrurrrrlrrlllrldurllldddrduludrddddldruudllrdlududdlllrrrrurlduuuruldrruuldruududdululrdrdrldldulrlulurdlrdlrrrulluuulrdrddrrlrrdduduuddlurllrrrlruuuu
dddddddruuuuuuurdddddddddruuuuuuuuurdlddrddddddruuuuululuurrurdlllddrdrrurdddddldrruuuuulllluluuurrrrrllllldddrdrrurrurddddddd,rrrrrrrrlldlllddrdrrurrurdddddddllllllluulluuuuuurrdddrdrrdddrruuuurddddllllluulluuuurdddrrdd,rrrdrurdrurrlrlrlldurllrrrlrlrlldllulldldrdrdrudddrddrdllluurddrurrururuululldldddlululdldluuurrluluuurrdlldrrrdrlulrdrdlldldudrdddrlrrllrlrudlrurruulullrluluuudrluudulrlrldrduduulrrrrlrldlldrruulrllrrllrdudlurdudrlrurlrlrlrldddlrdlrdrdrdddlulrulrllruduudldrdrdrrrrrulruududululddrdruuullurruul
