snake_path,spiral_path,random_walk_path
ddurrrrdddllldldddduuruurrrruuuuullllrddurrrrdddddllldddruurddruuruuuuuuulrrddddldddddruurlluuurruuuu,rrrrrrrrrddddlldddrrlddllllluuuullldddduuruuurrruuulllldurrrrrrrrddlldddddrllluuuruuuullldurrrrdrllddddd,drurddururrrdrdldluulddddlllldrdldduurluruurrrrrrruuurdddlldldluddrddllluuurddrlluuululrlddlrdlrldduuuddudduurldduduuudrlrudlrluududruududdlrldurlurlrdduudlrlurrldulrudurdurllrlrdrddudddrlrlurrdrrurduurlluluddullldduurluurdrurrururlldrdudlurdrudlldlldlrudlrulddrulldrlrurrdulullrlddrldururlrllrlurlururulurduurrrrdlulrrdlrulldrurlllrddrrlurllrddllldduldrdldudddrrurdullrldlrlrrrrlrllluuuudlluulrdrlullrrlrruururrrurdlrdduulduddlllulrlududrduddlrdudlrrullrldruudlurrdlrlrdldduurudrurlddlrullududdrduruuddlurududulurlurddldrllullduldrdruludullrrdudulrlrlrlldlrldududurdludduudduududrurrduludldurlurlduddurudllrlrddududlrlrulrduudlurrulrdlurlrrrrudlrurrullldddrlrddrrddluurlldrrruldruldluudddllruuurrddrurlrldlrlurrlrlrlllulrlrdldrlluuurddrldduldludrulrulrrddruluurlrdudulldluddurlrulrdlduurdrllrlrrdldruldlurduldudrludurdruldurlrduldrurruddluurlududlldlduuuurrruruldlluuddrudldruuulruurdllddrdrdrllrrurllrlldururlrruluurdrdlrulrldudldrldrudulrldrrlluurruuddulllrurrldudududlrldlululddudrudldrrrulrdrulrldrruudldlllrduudldudrlurdllrrduluduruurrlurldrrdulrlrddlludlrldrdddrlrrllullldruudlluulldruduldudurrdddduurdlrlrurldlrldrdurdlruulrldruuulldurudrdlldduudrrrddrllrlluldrudlruldruudrdrrlludrrlrrlrlududururldldllrrruuluuuurdrludlrrlllrludurrdldlrduududuuruuuddduldrudlurduuddlrullldrdrurrudlrlrduuudululrdllldlddurruuldurruldlllrrdruludllulrrdurlrrrdddurrldrlludurrulurddulrullldudlulldrddrurrrudluurlduldddldruuuruddlruurlrrdlulrllldrurldlrurrldrruldudrlulrlrlrrdlulldduudrdlrduurrudddlrludulurrllrurdlrudddllrdulddlrlududdddldluruduurrudulruurdullddrulduluudlrrlurdrlurllrruulllddrrldurrrulldrrrlurdddudlluudduludluddrlrrrllddudllulddurludrdudlddrluurddrrrluurdudrlrdulrdllrrulldrluruldlurrrrldudulddudlrlurlrldruudrulduuldrlrdurrlddlrulrudldrluudullddurrrlldrllruuddrrlruluullrurldurludrdduududuuuurulrdrlllurdrdrldrudllrlrududlrludrrududuuluudrudududuldrldrdduldruuulrulrlldldddlllrddrullurudlrduduudrlrrrlurruurdldrduulruluddldldldrllllldlduurdlduuddrulrulddrulrduudduldudrldududduurlrldudududduurlddududududududuurulurrulrrlrrlldldduuurdlurrrlrdudullldddlrlrluudruudddlrulururrdudurdrrrludddlulurruudlddlrrddluuruldrdrrdluddlrudurlurlrdulrddlludlrlrrlllrudlrulduuldrrlurrduuludrdrllrldldulduuuddurlduurruuurduuududuldruurrlrduddllduluuldlllld
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrurrdurrrrdddlluddrruuuulllldduullddllrdruuurrrrrrdddlldl,ddddddrurrrrrrrrdddlldlrrruuuuuuuuullllllllddddrdddlrdruuuurrrrruuullllllddrrrdddduurrrrdddlludrruuuuullullllrrrd,rdrdrrrrurdddrdruuuulddruluullldluldludrlurlddlluruldrulrldddddruurrrrrdlldlldldrrulddruudlrlrdulduduuuuruldrluduulddrdudlrlulrrruudrulllruurllrddrrrulddldurdllddllurrullddrrluuuuurddlrdduudrduuurrrduurlrrllrrldluludlddudrddrrrrddddlluudrluddlrurdrlrllrrludrulduludrldurluddrurudldruuduuddlldrruldurldlrllrlrrrllruldruruduududdlldrrllurruuululdlldduurulrdrlrrrdulrulrduullurllruludldldulduurddruuduldlldululrulrlrdlddrdlrdlruulurdrldrrdlrduruldduldrludlrlrlrurrrrlduduulrrrldllrdduuuuluuldrdlrurururddlddlururldulldululududldduuurlrlldddrddrulurllrlrdurdluurdruruurlddldurdurddrurlrdldrruruludrldllluduldlrrdlurddduduulrurrrludrdrdududduuuddddlludrlrdllrrrllrluududdudrudruududlludrrllrdruuuuuudllrluuududrdllrddludlduuddduuludrluldrrulurrlrlrdudulrldlullrrdrlrddduduududduurrlruludrlrlruddulurluddrdruurddduullllldulrulrurrurldlduuullrrldudruddddludlruuurldduurrdlrdrluuulrllrlrrrlddrrrllldlurlldrdrlduudurldrrrdluuudllruuuddrllllrlduuldddrluuullrddddrulurrurdruuudullldlududduuldurrdduddudullrdrrdrlrrulldduuuulurrrlldlurrldddrudllrddluudrdrldlurddlruurrlrllrrlrrrluruldlduduuldduldlrulldudluddurldrlruudluuududrlrlddrlduuddurrurdrrulllullrrdrrdruulluuudrlddluurrdudrdrluuurrrr
rrrdlllddrrdrrruuruurrrdlldlllrrdrrurddllldllllullrrddrrrrrurrdlrdulldlllldllluddrrrruruurrrrddduuulllldddrr,ddddrrrddddllluddrrrrrrrlluuurrrrddduuuuuuuuulllddlddlllulluururrdlllddrrddrrddduuurrrruuuulddldllllddrrrrdruuuuulll,rrdruduldllddrrdlludrudrdrdlrdrruluuldrrurddrdluruuuuruuldlddlulrlrlrlrlrlrlrdddruuuruludrurrddddddluuurulrluddruuulldduurlrlrdullddrrdrdluulruurllldrludurdrurdulldrullddllrrldrludrrlrddrllrrruuluuddrudllrldlduuldlrldudurddrduuludrrurdrullurrddllrdrddduuddududuuuluudldululrdulduuudrrrrdddlulduduudududdrllduruulrddullrddrurldludulddldrrrlrlllluldlulduu
dddddddddruuuuuuuuurdddddddddruuuuuuuuuddrdddddddruuuuuuuudrdddddddruuuuuluuruurlddrdullddrdddrddruulluuuluurrdrdululuurr,rrrddrrrruurrllddrdrdulullddrdddrrddllllllllluuuuuuuurrddrrruuddddrdddrrllllllluuuuuurddrrddrdllluurd,ddrrddluldddrddrrrdlllluududdrlurlurrurrrdddrurdrurullluruulllluuuulldrudrududududuldrdrrrdlllurdurudllrdlddllldududdrlrluduururludldrlrurrluudurlurlllddrldddrulduuudddruurlddurldludurrdldludduuuddrdrldlrurllruluuuuuuudrurrdlddurdulruldurddrudlluuurddddurllrdrdrrlduuruuruurrlrllddrdrdululrlrluurrlldudurlrlrlddlddduddruluuudlldudrldlddrdruduulruuldlrduldrrldlurudldrdurllurluurdlduduluudrrruuduudduuddllluurlruldlulrlrlrldudrurdurddldddlrllrdludddurdlrluuuddurdururlrlrurrdduurllluudludluddduuurudurdllulurrlrldrudlrluldrurdlulrlrlrdurddrrrlruddruddudrdludrludluduldrdlduulrduruudlrdrdduudlulddldrurddlrllrlrrrudllrruuduldrdllllluludurluddrruurrllrdrrlddrrrrr
ddddddddduuuruuuuuurdduurrdddddlludddrddlrruuulrruuuuuurddddddrddldrruuuuluuuuurddddrddddduuuuuuuuu,rrrrrrrrrdddddddddllluruullldddllruuulllddduuuuuuuurrdlddrdrruuuurrrrddddddduuulllllllrrruruurrddllldlldduurruurr,rdrdlddrdldluuuuurdulddruluurrrrdrrurrrdllddrrulllldrdldrdllddldlrruullururuuurludrdlurlduduuddurlrluurdrdlddrrddddruruuulddllrruullddllddludduurlurldlrdrudlurlluduudurdddrduuldrdulrldurdluuddlrlrurudulluurrdddldudlruurulurddduuduuldudluududddrrlddrududluuudddlrurlurddludlrurdududlrulurulllurlludrrrdrdlruldlulrdrduudrdulddlrlrlruurllulldddududuuduurudruudrdduldrruulrlrudrluruldrurllruurlrrlulldurlrllrllddulrlrlldurruldlurddduulrdrulrurrdduurlllrrdrlddurddlrrudulrlrduuudldrduudrdududdlrlllrurlluddurrudrurllruuddruudldrrulrduduuuldlrurlllldrudrldrldrllddruddluruurrdrlluududduddurrlrdddddlllu
rrrrrrrdlddrdrruuuudddddlldllluulluururrdllllldrdldrrrddrrrruuulrrddddlllllluulldrddrrrrrrrruuulllllllllddd,rrrddllldddddddrrrrrrrrruuuuuuuuuddddlluluuurlllddlldldddddrrrrrrruuululuuurlldllldddddrrrrrullluuldd,rrrdrdruurdddrdddlddrruruuuuuuuddddldddlddrruulruduuududlullrudululllldllurddrrrdlddlddrururuludulldllurrlddlddruldudrlruudulrluddrrullrdlrulrrdulurlldurdlddruuudulrdrrurululrdudrlllluuduurlduddudduddduudrluduudrlrldddurdldrrudrrrrrrlluludrdludrrllrlurllurrulldrurdlddlluurduullrldduuruldrurludrlrdululrrdlldllrlurdudludrldruulurrulrdrdrullrrlrldrlddddlrulrrrllrllulrluulddrlururuuuldddludruludrdulruludurdlurrlrldurllrlrdlddrludrrlrurdurldulrrlddluddldlruuduurdddrururdldlurldulrrllrdrdrrlruldlududrrrullldllruludurullddrlldrudlurdrulurrluuluurudllrldudrlrluudududrdddrrdddlllrluurruuruldldrlurdlulddurrddrlurluludrddrudulullurdlurrrludlrdrdrdldururlrululrlrulddrldududrdullrlrlduurlurrullllrrullurddrudrrdudduddddludludlurrlduullrudrdludrulrlldrrruruluulddduuududrurlduluulldrrllurddrullurdlrrlrudldlddurldruuududludrdldrrdludrulduuuurlldduudrlrdudurlddlurdlurrdurulrldldluruudrdrulrrdllldurlulddudduruulududrdrdrulrldrrdudllllduuuurrdlrurdldrdrddlludluudulddrruurlurlludlrlrdlrrludrldldrlrurlldudrruulduurudlulrrurludllrdruduudlddudrurrlurlldrlddlldrrluldrldrulruluudrrluurlurldluudrlrlrlruldudurrdlrldluduudurrlddludrrrlllurrdrrlrlrdulrlluudllddurdrllruudrrluldrrluuldrullrrrldduddudlrrullrluurrudururdrru
ddrurrdddldllddddruuurruruuuuulllrrrrddddddldllddruuurrruuurrruuulllrdrrdddlldddlrruurdddldr,rrrrrrrrrdddddddddluuullllldddllluuuurruruuullldrurrrrurrdrrddlddlllllldddluuururruurdrrddddlullduuurr,rrdlldruulrddlududuudrrrrrddrdddrdrdruuulluurruullurrdlurddddlulldllddlluruurulrlrruurrllllrldlulldurrdllrrulrdrdrddllrdddlddrudullluurdlrrrrluldrruruldlulllrldrdddluuuddrrrlrulllrurlldrluurdluddduurludrrdluudrldruurdrulldududurdrrrdudrurldrlludurllulrurduddlrlrrllrurdulllrdlrurlluuldlddlludurddrduuruuuddlrruruluuudlluldrlrldluudduudrrulldrldruduurllrdlrduldruduldududrlruldrudlrudlrlrlurudrluldududrrrlullrdduludurrlddlurrrrrlrdduldrrrrllllrrdlrlluuddrdlddluddludruddlullurudrldldrluurudludddurluuuddddrlrrllurluddudurrlrdrududlluuuurllrrrrdldrurlrrllluurrdullruuluudddudududuurdlrulrrduudurlrrlrlrdulrrrllrlrrdudllulrdrrdullrrudddlrlrudlrlddurllllurlrludluddrdrlduuduulduudrululullldruldduudrdluuddrlrlrlrudurudullrdrurrrdduduurldddlrlddrrldududlrrdrrludurrdlrlluduulldrlruurrlrdurduuldlrrulrdulldddurddudlrrddl
rrrrrrrrrdllllllllrrrrdrrrrdllllllllrrdrrrrrrdllllrdddldlluuuullldrrdddrrrrruuurrdlddllllllluulddrrrrrrrrru,rrrrrdddllddlllddddrrrrrrrrruuuuuuuuullldlllllrrrrrdddllulllrrdddllddrrdrrurrruuuuuuulddddllulldddlrddrrururul,rdrurrrrdrddlulddlulddddddlllurrulluurrdludulrrdruuullrlrrlrlrlrrllrrlrrldrrrrdruuluruullrddruuldldrllrlulllllurlrrllrllrdrrlulrdlrlurdruldurrrdrlrludrurdldlullrurdllurdllrulllrlrdrrrrlulldludurdulrdlurrrrllldlududulrlrrllrlrlrlrrrrrdllrullllrrdrlrluldurrrlldlrlrudlulrlrrdrrrulrldllrlullrrdullrdulrrdrrllrlrllrulrlrdurlrrdrdrldurlrlulrdululdrrludulrdrudrrlurdllullrlrldrllurrlrdlruldlrudludlulrdrlrrrlulrrlllrlrdlrlrrurldrrrrdlruudlrurrldddllddrdldddlurrurddlluduldlrudrrurrdllruurulruduuuudlldlld
rrrrrrrrrdllllllllldrrrrrrurrdrulllddlllllldrrrurrrdrrdrdlluluulllddllldrrrrluuurrrdddrdrrdlluuuulullllddddlldrruuuuurrrrdrddddllrdrrruuuulullullllddddddrlll,rrrrrrrrrddlulldddrrdrddddllluruuuluullllddddddrllluuuuuuuurrrrrdrddddrrddlllrruuuuluullllldddddduurrrluu,drdrdrrrurddddrrdlddrruuuullurddrdudlddudrlrlrluuududrlulrrdldrluddrlrlllulrrdlulrlrlrlrdrlrlurllrrdlrlulrlrlrlrrlrllrrldrludruurrdllduuddrluurlrrdllduuuudluudurrlldduudrdlrrdrulrllluurrdrduldlrlrduuldudlruldrluuuuuurdrrdlruulrdudulrlrddluurllrdlllulddluuldulrrldllddddrruluruddrddlldludddrruuldrlrluruurlldudluddrrurrlldurlurullrrddrluuldrudduudduuldddddr
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrurrrrdduullllddrlllllldrurrrrdrrrllldlruullllddl,rrrrrrrrrddddddduullllddddlruullllddluuuuuuuurrrrrrrrdddllllddrdrdrrllululllluuuurrrrrrdlllllddru,rrrdlldrrdlllddrurddlldrddluudrurrrurddrrrlrlrlludrrllulrlrdrlldlrudlruudrudrlrrllrrlrlludrrlrlludrrlrllullruullururruluuldddudrdrrdrruuuulluldlddddrrurulurdrdlulrlluuldrrldrurlrlddlldrluuuddrrduldrluruduudrdulrulururllrrlrduduldrdldddrdduuddudududududuuulldlurdurrddduuulldlulruuudrrlddrdlrudlllllduddlrrrllulluuluuu
dddddddrdruuluuuuuurdddddrddddruuuuuruulluurdrrddddlddddruuuruuuuuullrrrdddddldddduuuurrdddduuuuuuuuu,dddddddrrrddrrrruuuurrdddduuuuuuuuullllllllddddddddrrrrruuuurruuulllllldddddrrdruuuurrullllldddrru,drurdddddrddluluuldddrdrrruurrrululdluduruurdrdrdrdddduuuuuululurrulllldrrulllldrdlruldrudururduddldddlurldurdrruruurulrldrlddrduduuulrdlddulldlrluruudurdldrdddddlluurdruulurdurrdudddduduuududduuuudlllldururduduulrrludrludurddlurlulluurdurllllldlddludddddurdlrrlrllurrlrllrlrurddlduudduuuuurdlddlrdlrlurdruuduuullrdluudrlrruulludruddurullrdduldrrlrlrdullurlddurluddrurlddduudrlruulrdlurluuldudrurllrrlrlrdrulrllldrludrdrduldluuudurrlldrrrlduuddrlrludlldruruudluldurdrlrurdrdudrurudldllluudulddurrduludlulrdrlrldddrlldrlduuuurludddurddlrddrrrrurrdudllullllulduuddduduuduuddrrdulddulrlrlrlrrdurddr
rrrrrrrrrdllllldddlluulldrddrrrruuurrrrdllldddllulldlluurrrrrrrrrdlldrrdulldllluullddlldrruuurrdddrrruurrddduuullldddluuuulllddddll,rrrrddddlluulldddddddrruuuurrrddddruuurrrddduuuuuuuuullllddddlllluddddduuurrrdddrrruuuruuuulldrddlduu,rrrrdrddrururulllrddrrddruuuullllldddddrrdldddruurururddddududududuuduududduudddududududuudduuuudlluulluddrruuurrlrudllrdllrulludrurrurdudulldulldldrlrrrduluurrrlddrlrddlrudludrlldulruuudurllrduldrldlldldlddllurulurruuldlurdulrrlrdudludludrurddrrrrruudlulldrrdurruluudrdddlduuudddrurlldrllurlrlruudrrlrdddlulururdlrdllduuuuruuldlrludrddulddullddddduudruudddudududdrlrurlurldlrdlulrdrurluuruuldduulurrurulduddrrudlrllulrurrdluurdldddluurddddrllrludldudldlruulruuruldlruuldudruduurlrurddurdllddrldulrdurruddrlrlllddlruuduldrrlddrlurlrduluduururddrdduuullddulrrurddduddududuuduuuddulllurdurrddduuduuddulruuuuuullrrldrlrulrldrudlrlrulllrddddlrlurdulrudrduuludduddlrrdrudluduluuuduuldullllrllrlrlrrllrrlrllrrlllrlrrrlrrllrrrrldddruuuldlurdddldrrrldllrrdrullludrulrrdudlrddrurrlruldldllrlrdlduluduuullrullurllrlrlrlrruldldrlduururlldudrrduldludrrlldururlrududlrldddududlururdurrrlduudrrrlurululudulddddrudlrlrllduldrlrlllrluddurrlduudurllrrllddrudrdddllur
ddrddldddddruuuuruuuuurddddddldddruuuuuruuuurrrrdddddldlldurrrruuullllduuurdrrdddddlddlrruruuuuuuullrrdddddddduuuuuuuuu,ddrruurrrrrrrdddddddddlllruuuuruulllllddddddllluuuuururururrrrrddddddduuuuuullllddllddddluuuurrrrurrrddldlld,ddrddldrruurrurdrrrrulluuldllldluurrrllrllrrlrlrdrrdrdrdrddddldrlluuuurddlulldudurldurrdullrrllrlrrudllrrurrllrlduduruuduuuurddudlludrruludldulldudrrluudulrdrddrudlrddrudldddrulddrlllrruldlrururududlulrurluullrulrurudrdudldurullrduurdlurllrdludldlddlldddlulldrdrrdlllu
dddddddddruuuuuuuuurdddddddddruuuururruullluurdrrrddddlldldlddrrlluuurrrurruuuulllullldddddrddddrrrudllluuuurrrrrrdddduuuuuuuuu,rrrrrdrrrruddddddddduuuullllllddddrrrlllllluuuuuuuurrrrdrrrrddlllldddlddrrrudlllulluuuuuurrrrrdrldddllllduuuu,rrdldrrrrrdrddlluldldrrrluruurrddruuullurrududdddddddduduududduuddudududuudduududuuudddudduuuuddduduuuuduldrdullududlullrdllllldddrrurruduurdruulrdururldldudluruuululldrrulrdulddudlrrlllddllurddddddrruuulrruudurrrdurdludrrduuldurdludrluuuurlldrlrrdlludrlluulrlldlrllrurdulurdllruldrlllduudurldddduuddrrdllurdrduuldlrdlrluurldrruududldrluludrrdrrrdruduurlrllduruduuduurrdlrlrllddlrldlrlurdrrrurdlluluurrrdllurdruduuudududdldulrlrrlldudurdldllrdrrudrlllrrudllluruurruddldlrdllrdluuldlddruuurrrlruurdurluldrdrlruuudlldllrurrldurlldrlrduurlrdlddlrrudldrllruuruulrlddldurlrldlrllrdlududruldruldrlrrrrruuuuudlrdulrlrudududlrudldlldurrrlrlrlurdlrulrdulrlddrudldldrrudluldlurduudulddrldlldlurldrldllrrdrrrudlrudlllrrrudududududlrudlrllllurudlluldd
rrrrrrrrrdllllllulldlurrrddrrrrrrdlllldrrrrdllllrddlllululldrdrdrrrrruurrdlddlllllllulurrrrrrrrrddlllllllll,rrrrrrrrrdddddddddllllllllluuuurrdrdrrruuuuuulllulldlurrrddrrrrurdddddddllllllluurdrrrrruuuulldd,drurrdrrrurrrdldrddlulddldrdldldrrrurdluuurulddrdlldrurduuuuldlduudlruluulurrudlululddludrludrlududrrddduduruuulrudlrrlrudlrrrudlrullrdludrrddudllurrluddrlruuullrdurlrdlurddulrudlldrrddulrldurdddudluurdlddudrlulldlllulllurrdddlulddrrrrul
rrdddrruruurrldddldlllluuulddddrrrrrrururudlddrdllllllldrrrrrrrruddlllllllldrrrrrrrr,rrdddrruruurrldddrddrdrdddlllllllluuuuluuuurdddrrrrurrrudlldddrdrdllllllurrrrullllurrr,ddrrulurlldrurdlddrddrdruulururuurrldddrddldddlulddrrruuruulduulluulrdrrrudllrdullddduddrllllddluuurduluulduuddrudluuudddurrldrrrduulududrrddrldrullrllldlrdrdrulrrdurlduudlrdludlluldrurrludldrlrlluuruldrdldrrrrlruurdldlrrrrurdlruuu
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrrrrrdlllllllllrrdrrrrrrrdllllulldlrduurrddrrrrdlllluuulldddlll,rrrrrrrrrdddddddddlllluuulldddlllrrruuluulluuuurrrrrrrrdddddddlluuuullllluurrrrrrddddduuuulllllrddrr,rrrdrdlluldldddrrurullddrrrdrruuluurrurrulllllrdrrurrlddrdlddrdddlulurddldrrlrulrllldluurdruuuuulurrrulruddddudlllrluulrlruudlddlddruudrddrdllddrudlrulrudrdlludruuduulduuluruddudluulrlrrluddlddldrddlllrlrrrlrlllrrllrlrrruuurldddllrruuduludrlrududludrluullruuurldurrdlrrdrlrrrdluludluldrluuudludduudddulruurulrrlrdurdrlurrddurdllurudlrurlllllldulld
rdlddrrddddrruuuruuuulurrdrrrdlllllrrddddldddlllluuuuluuurrllddddddrrrrrruruuuurrdldrdldrdlldlllllllrrrrrrrrr,ddddddddrrrrrrrrruuuuuuuuullllllrdrddddldddlluuuulluuruldddrddddrrrrrrruuuuuuulldddddldldlluuuulluurrllddrrddddrrurrruuuuulll,ddddrurddlldrddlurrdrurrdrrruuurdddulluldluuulddddurulududdudurlrrururulluululurrdrddruurddddlruldddudlluudlluruuulrlrrdudrldlddduuududurrurulrrduuulllrlrdulddllurrllrdrddlrlddududlddduduldululuudldruddlurldruuldrurlrdldlrdluuddudrudrrurudrudrulrlldrdudrudlulldlllrurluurlrldldrudlrduruddluuulduurldduurdrdldrudrllldudrulduuururlrddddrlurlrdrurlururlrlddrdrruldrllurrduululrlllduddlldlurldrllrrrulullddrrllrlrrurrudlrlldllrurrdurrulrudrddrllrudulurdduulrdlrldururrulrlurrldruulrluuldrluuudlduudrrulllrrldulllrdrdrlurudlldrrulullrrllrlrdulrrrdulddlrdruulldurdrurluldldududrrurdllrruullrrldudllulrrrlduddrdrrurlulrrldrlrdduudduuuulldrurdulrdddduddddldrluulluruddurlurrduudullrurddldudluurrdllulurddludlrdrrluludldrllddurdurudrudluuururulldrrlrrdlrddudlrlrddulrddlruldrlllrrrdlruuuddduduuuudulrulurdudllduuurulrudrudldlurdlduddrurludrduddlrddudulllddduurdlldrludrrrrlrlrulrldluudurlluruulrdrdlrulluurldrrrluldludlduuddrulududuulrrrllrddrurrulurlurdlrududuldudldrdudlrruduuulldlludulddududrrlurlurlrlrdduudruldddudludrurrrllrduurlldruurldddduddldlrllrlldrdulduuurlrlrldruurdlrurdldlrdldduldurdulrdlluldurludlurdlulddrluduuuudurdlrdruduuullrdulddrurduuddlldrrddrrrluududlllulrlurrldudrlulddrrlrlrrrldrlrrrluruldurrruululudlduuduuurdudrrlrrdlrduludldlrlduudruururdudlruddduluduuududrdddlrdludullddlldududuudrdlurdrddrulluddrrulrurdrlrdudulurludddlrrlullrdrlrllrrruuuudldruuulllrrrudllrldllrrrlrlrlldllrdlddulrruuuudururlrurludlrrurdldullududruulrduduldduulrdlrurlrlddrdldludruruduuullddluulrdulrlrrldurllrdurdurlrldlrulrllrlrlrdurdlrlulrrrrdlldlurrdlulduulrlrdrrlrddulrdluulduudrlrdrdurdrrddduuduulduddrdduudlludrlddrruldrludrdlulurrduddlluurddurdlrlrlrlruudulrddludlludlllurllrrrldrluldruudruruludulrrrdudddrlldrruruldulrlruludrurdldurduudldrululdrrlrdddlludluruddruldrulruluuulruuldduudlulrurududrlduruldddlrrrddddlurlrduuddrdulrddlrulurdlrduuuuduldulllruuuullduurddduludrdrudddlddlddrrlllrllllrlrrrudlllrulurlrudlduurrlrdluulurrdduuddludlurrlludrrdldrduudldlruddlurdudlrluudrdudlrlrrurdrlrrrlrudrurdrlrluurlddrlululrurldrdlrdruuuuuuldurulurlrdulullrlrlrrdldrrldldluurdrrlruldlruurudulrllrdlrudlulldlrrurdldrrurldldddrurdudulruulrluduudlrurldldrdrldruludrluurduddllddurdrdudlruduuulrlrdlrlllrdludrlrlldrlrudllduurlrdlddldrrllulldrrlulurlldrulrlrrulurududdddlrdllurdrudllrrrlrurldudrrrudlllurlllrlurllddrrurludlrrruudrrrurlrduruddldllrdrurduudulrdulruddlruddududuldruululdruduudddrdlrlludlrlrrlurruududlruluuuuurdldrulrldrdllruuulurlrrldulrrdulrlrllrrllldurldrulllddrurdrrdrduldldudrlrrduddudduullrlrudurlrudldurlddluruuulurddllluduuulrrurdurlrrldulrldrrllurrllllrldddddudurlrludddludrdluuruurlrdddrdddrlrurlduuldudduurldulddudruuulluddrlluduurddduulruurdrddlldludldrlrururdduduuulrldrudldlllrruddrlrlrludullrdlluuuurduulrdulrdulrldluddddrluuuduurrdlrullduuurrlu
ddrrrrdddlllddldrruurrruuuuulllluruddddrrrrddddllldrrrruuuuuuulllludrrruurrdddlluurrrdddldddddruuuuuuuuu,rrudrdrrruurrrdddddddddllllllllluruurrruuullllurrddrrrurruurdddddddllllllurrruururdddlu,rrudrdrddrddruuurrrdldddrddluldllluldlluruurrdldluludurlrrddrrurdllulurudrrruurllulurrrruulldlududrrulrdudlluddrddlrdrrdluudruluduruldulrdlulrdrldduudruddulururldrulruldrlrulddudrdulludruuudduruldrulrdlddlllllluldlurduurrdddlulurrddrruludlrulrlrdurrlrurrrudullrdurduldrudullrllrrdrllurlddrrlrludrulrlrduudududldrldduuurduudulllrdldurdllrrldrruulrrdlruuldurdllududlrrlulrdldrllllrdldulludrrulldluurlddrrdudrlrludrrlrulldruldrlrududrrdurllrrluduulrlddduuurrlrurudlrulrrllrrdddrddlurudlurlrduudldlulurrludlddlldddudrudururulrllduuudrullddludururrdlrrlullrrrruudlurdudurddldruduuullrllrlrrdrddudllulururrdddudulrlrlluudrldurrdudlruulddlrrlrulrduldudlrrlurldululrlddllllrulududdrrdlrduldluuddrrdrlulurlluldlududrrllrrlrulrurddrdrdrluuurdurrdululrurrdldululrdlrduulrldrrruldurdlullrlrdurrdludullddrrluudrurldrdullududuldrlrdrruuddlrddduulldrdlurdduudrddlllruurrudldrlrulurllddrdudrulddurdlrlrduduudululddrrdlrududluduuududlllduuulrrudrlrlurlurruludulurldurldrlurlddlrlrlrrdlruduluduuddlddlddrlrdllduuddldllu
rrrrrrrrlldlllllldrrrrrrdrrdlllurddrddllllluuuulldrddddrrrrrrruuurudddddllllllllluuuu,rrrrrrrrlldddrrdrdddddllllllllluuuuuuuurrrrrdddrrdrdddllllllluuuuuurrrlldddddrrrrruul,rrrrdrrdldrdrurdrddlulddllddlulullluuuurulurrdruudrdlruldrururrrlrlllldlurrdludlrldudrududllddldrdlddldrrudrruurdrrdrruuldrlrlrdluuurlrulllrrrdudddlrludrdududlllulurddululrlrdrldlrlrurdludrlrurrududdurululrduludrrldddrluldrurludrdulurudlluudududuull
rrrrrrrrrdllllllllldrrrrdlddddrdrruuruuuuldrrddddlddlllluluuuuulldrdddddrrrrrrruruuuullluuulllddddrllllddddrrrrrrrrr,rrrrrrrrrdllddrdrdddddllllllllluuuuuuuurrrrrrdddrdrdddllllllluuuuuurrrdlddddrdrruurdldllulluuuurddr,rdrrurrdrrdlddrddrrdldrdlluuldlldrruuudrudlddlurrdrrlllurrllldululluulurrdrlduuuuldlulddddddrrrdlllruuulrlduuruldrlduuurddluurruuurlllddruulrddlrldudddudurlrludrdddldrdruruuurluuruurlldrlddlrdudlrdlllrdrlddrlluuruldrurlrdrulrurluduurlrlrluddlurlldddududrlrrdddulurlrlddlrurdruldrlulruuurlrldlddllduuduuruddrlluduuuururldrlrudlruddlrdrudrlududrludlldurluldurruudduuuurldlurrrduldlddlldrrulduldudruduudulddurlddrurlrrurudududlddluruldruuluduulrdurdulllrrdddddddlrurudllrdlududlurrdrrddlrrrullulrluldrdurluuudulullrrrulddrldududldrlurrulldudrrldrurlrlrlldrurlrludulurudrllrldddurddrlluullurdlurldrudrllurdududduldduduurdrlluurdrdllduurrdruldluuduldrulurldduurlduuuudurrduddudullurldurdrrdrudllllrulrrlrrrludrrrurrrdlllurlrdlrudddrddru
