index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image,source,source_id,user,config_id,config_label,move_fraction_u,move_fraction_d,move_fraction_l,move_fraction_r,turn_rate,mean_run_length,max_run_length,min_run_length,run_length_std,cluster,cluster_distance,cluster_rank,projection_x,projection_y,image_href
9,7,9,39,0,0,1,6,39,1,rrdddlldddrrrrrruululddrllllurruuuurrrd,1111111/0011001/0011000/1111110/1111111/1111111/1111111,images/grid_0009_n7_seed9.svg,optimal,optimal-9,,,,0.2051282051282051,0.2307692307692307,0.2051282051282051,0.358974358974359,0.4210526315789473,2.2941176470588234,6.0,1.0,1.3618631650341442,0,4.3631,598,-1.95827,-1.21313,../images/grid_0009_n7_seed9.svg
976,7,976,42,0,0,4,2,42,1,ddddddrrrurrrduuuuuldldrdlluuululddrdlddru,1110000/1111011/1111111/1111111/1111111/1111111/1111001,images/grid_0976_n7_seed976.svg,optimal,optimal-976,,,,0.2619047619047619,0.3571428571428571,0.1666666666666666,0.2142857142857142,0.5609756097560976,1.75,6.0,1.0,1.3307266185559423,0,4.3662,599,-2.04749,-1.12348,../images/grid_0976_n7_seed976.svg
410,7,410,38,2,0,0,6,40,3,ddddrudrruuullurruulrdrdrdldddrruluruuuu,0011001/0001101/1111111/1111111/1001111/1101111/1111111,images/grid_0410_n7_seed410.svg,optimal,optimal-410,,,,0.325,0.275,0.125,0.275,0.6153846153846154,1.6,4.0,1.0,0.938083151964686,0,4.3665,600,-1.98843,-0.24452,../images/grid_0410_n7_seed410.svg
507,7,507,43,0,0,5,6,43,1,ddddddrrrrullluuuuurrrrrddullddluuldddrrrrd,1111111/1111111/1111101/1111100/1111111/1111101/1111100,images/grid_0507_n7_seed507.svg,optimal,optimal-507,,,,0.2093023255813953,0.3255813953488372,0.1627906976744186,0.3023255813953488,0.3571428571428571,2.6875,6.0,1.0,1.6092991486979666,0,4.3762,601,-2.08131,-1.07812,../images/grid_0507_n7_seed507.svg
752,7,752,43,0,0,4,4,42,0,ddruurdrurrrddddddlllllluurdrruuruurddddlu,1111111/1111111/1100111/0001111/1101111/1111111/1111111,images/grid_0752_n7_seed752.svg,optimal,optimal-752,,,,0.238095238095238,0.3333333333333333,0.1666666666666666,0.2619047619047619,0.4878048780487805,2.0,6.0,1.0,1.5118578920369088,0,4.3792,602,-2.02947,-0.81148,../images/grid_0752_n7_seed752.svg
86,7,86,42,0,0,5,6,41,0,ddddddrrruruluuulddddluuuuurrrrrdllddrddr,1111111/1111111/1111100/1111110/1111110/1111111/1111000,images/grid_0086_n7_seed86.svg,optimal,optimal-86,,,,0.2439024390243902,0.3658536585365853,0.1219512195121951,0.2682926829268293,0.425,2.2777777777777777,6.0,1.0,1.6263645742560495,0,4.3927,603,-2.00699,-1.18924,../images/grid_0086_n7_seed86.svg
428,7,428,43,0,0,6,4,44,2,ddddddrurdrururuuulllddrlluuurrrrrdddddduldl,1111111/1111111/1110011/1111011/1000111/1111111/1111111,images/grid_0428_n7_seed428.svg,optimal,optimal-428,,,,0.2272727272727272,0.3636363636363636,0.1590909090909091,0.25,0.4883720930232558,2.0,6.0,1.0,1.623688281771977,0,4.3933,604,-2.04849,-0.64532,../images/grid_0428_n7_seed428.svg
915,7,915,38,0,0,4,6,38,1,dddrurulurrrrrddlullddddrlllldrrrrrruu,1111111/1111111/1111011/1101000/0001001/1111101/1111111,images/grid_0915_n7_seed915.svg,optimal,optimal-915,,,,0.1578947368421052,0.2631578947368421,0.2105263157894736,0.3684210526315789,0.4594594594594595,2.111111111111111,6.0,1.0,1.559518760846467,0,4.3964,605,-2.03106,-0.15553,../images/grid_0915_n7_seed915.svg
437,7,437,42,0,0,4,0,42,1,drurrrrrddddddlllllruruuurdddruuuullldlldd,1111111/1111111/1111111/1001111/1001111/0011111/0111111,images/grid_0437_n7_seed437.svg,optimal,optimal-437,,,,0.2142857142857142,0.3095238095238095,0.238095238095238,0.238095238095238,0.4146341463414634,2.3333333333333335,6.0,1.0,1.632993161855452,0,4.4,606,-1.88922,0.24179,../images/grid_0437_n7_seed437.svg
198,7,198,39,0,0,2,6,40,2,ddddddrrrrrruuldluulddlluurduuruulrrddrr,1011100/1001100/1011111/1111100/1111111/1111111/1111111,images/grid_0198_n7_seed198.svg,optimal,optimal-198,,,,0.25,0.3,0.15,0.3,0.4871794871794871,2.0,6.0,1.0,1.4142135623730951,0,4.4029,607,-1.90739,-1.03371,../images/grid_0198_n7_seed198.svg
